"Storage 
Area","Storage 
Sequence","Item 
Number",Item Name,Pack,On Hand Count,"Gross Case 
Weight",TIxHI,Remaining Shelf life on existing inventory,Inventory Lot Number,03/01/25-03/31/25,04/01/25-04/30/25,05/01/25-05/31/25,06/01/25-06/23/25,06/24/25-07/31/25,08/01/25-08/31/25,09/01/25-09/30/25,10/01/25-10/31/25,11/01/25-11/30/25,12/01/25-12/31/25,01/01/26-01/31/26,02/01/26-02/24/26,Total Usage,,,
7,6590,5837,$$ NONGSHIM SHIN RAMEN CUP,6 EA/CS,,,,,,41,67,18,3,16,23,54,79,59,39,67,65,531,,,
7,6236,5575,$$ NONGSHIM SHIN RAMEN TOOMBA 4PK,4-4 PK/CS,,,,,,0,0,0,4,6,-6,0,5,5,4,9,16,43,,,
7,6566,5712,$$ NONGSHIM SOON RAMEN CUP,6 EA/CS,,,,,,19,48,0,3,9,15,53,54,11,36,48,43,339,,,
7,6526,7062,$$ OATMILK CHOCOLATE 11 OZ,12-11 OZ/CS,,,,,,10,10,4,3,3,7,17,16,10,5,11,10,106,,,
7,4603,5759,$$ OATMILK ORIGINAL 11OZ,12-11 OZ/CS,,,,,,15,20,5,3,3,11,28,18,13,14,19,17,166,,,
17,165,5028,$$ OH SNAP CARROT CUTIES 2.25 OZ,12 EA/CS,,,,,,14,9,3,0,14,8,24,1,3,1,16,9,102,,,
17,161,5071,$$ OH SNAP COOL BEANS 1.5 OZ,12 EA/CS,,,,,,0,4,3,0,3,6,7,8,3,2,8,4,48,,,
17,171,5093,$$ OH SNAP DILLY BITES 3.25 OZ,6 EA/CS,,,,,,141,197,38,6,79,96,190,136,76,74,152,195,1380,,,
17,169,5128,$$ OH SNAP HOTTIE BITES 3.25 OZ,6 EA/CS,,,,,,68,58,12,2,20,57,101,66,20,37,111,95,647,,,
17,173,5133,$$ OH SNAP SASSY BITES 3.25 OZ,6 EA/CS,,,,,,32,24,4,0,16,42,58,56,16,23,67,59,397,,,
7,6672,5587,$$ OIL GARLIC PARMESAN DIPPING,6 EA/CS,,,,,,0,0,0,0,0,0,0,0,0,0,3,2,5,,,
7,6146,5448,$$ ORION TURTLE CHIPS SEAWEED,12 EA/CS,,,,,,0,0,0,2,4,10,12,11,8,3,10,9,69,,,
7,6690,5439,$$ PASTA CAVATAPPI #67,8 EA/CS,,,,,,0,0,0,0,0,0,0,0,0,0,4,2,6,,,
17,103,4236,$$ PC HUMMUS W/PRETZEL CLASSIC,12 EA/CS,,,,,,30,46,15,4,17,27,59,27,19,20,48,42,354,,,
17,109,4248,$$ PC HUMMUS W/PRETZEL RSTD GARLIC,12 EA/CS,,,,,,29,37,8,1,9,24,42,32,19,19,38,35,293,,,
17,114,4237,$$ PC HUMMUS W/PRETZEL RSTD PEPPER,12 EA/CS,,,,,,27,29,6,3,10,24,42,32,20,18,35,28,274,,,
7,6022,7003,$$ PEPERO STICK ALMOND,40-1.13OZ/CS,,,,,,0,0,0,0,0,0,0,1,0,0,1,0,2,,,
7,6692,5268,$$ PEPPER SLCD SWEET AND HOT TRICOLOR,6 EA/CS,,,,,,0,0,0,0,0,0,0,0,0,0,1,2,3,,,
7,6708,5296,$$ PEPPER STUFFED SWEET PEPPERAZZI,6 EA/CS,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,4,,,
7,6716,5313,$$ PEPPER SWEET TANGY DROPS,6 EA/CS,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,4,,,
7,4019,5927,$$ PEPSI AQUAFINA WTR 16.9OZ PL 1/24 PK,1-24PK,,,,,,0,0,0,20,362,529,1569,1430,885,651,1066,1134,7646,,,
37,2835,5184,$$ PITAYA BOWL PROTEIN ACAI,8 EA/CS,,,,,,22,29,1,1,3,14,19,16,6,8,18,23,158,,,
37,2827,5195,$$ PITAYA BOWL PROTEIN BLUE SPIRULINA,8 EA/CS,,,,,,20,22,4,1,2,12,13,9,8,5,16,19,130,,,
37,2843,5186,$$ PITAYA BOWL PROTEIN DRAGON FRUIT,8 EA/CS,,,,,,20,16,1,1,0,11,10,6,4,3,11,21,102,,,
37,2665,5039,$$ PIZZA BAGEL KOSHER,12 BOX/CASE,,,,,,3,5,9,1,15,3,4,5,8,3,9,6,71,,,
7,6680,5605,$$ PIZZELLE VANILLA,12 EA/CS,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,4,,,
8,7535,5250,"$$ PLATE PAPER ANYDAY 10""",12-22 CT/CS,,,,,,40,76,16,1,12,21,39,46,27,27,50,47,402,,,
8,5973,5196,$$ PONCHO PSU LOGOED,* 100 EA/CS,,,,,,0,1,0,0,0,1,7,1,0,0,0,0,11,,,
8,5971,5532,$$ PREGNANCY TEST 2 PK,BOX,,,,,,90,90,22,0,24,28,159,107,39,50,81,99,789,,,
7,5088,5390,$$ PRINGLES BARBEQUE 2.5OZ,12 EA/CS,,,,,,33,38,12,1,8,18,27,36,25,18,24,25,265,,,
7,5051,7743,$$ PRINGLES BARBEQUE 5.57OZ,14 EA/CS,,,,,,22,23,6,1,5,9,23,18,14,8,24,15,168,,,
7,5082,5066,$$ PRINGLES HOT HONEY 5.5OZ,14 EA/CS,,,,,,16,14,5,0,2,4,18,12,9,5,13,13,111,,,
7,5079,5391,$$ PRINGLES HOT ONES CALIENTES ROJO,14 EA/CS,,,,,,0,0,0,1,3,7,15,8,9,7,10,7,67,,,
7,5078,5400,$$ PRINGLES HOT ONES CALIENTES VERDE,14 EA/CS,,,,,,0,0,0,1,3,4,11,6,8,6,5,9,53,,,
7,6176,5050,$$ PRINGLES MINGLES CHED SOUR CREAM,6 EA/CS,,,,,,12,15,5,0,1,5,4,6,2,6,7,3,66,,,
7,6190,5049,$$ PRINGLES MINGLES WHIT CHED RANCH,6 EA/CS,,,,,,8,13,5,0,3,4,3,6,0,3,6,4,55,,,
7,5069,7699,$$ PRINGLES ORIGINAL 2.38OZ,12 EA/CS,,,,,,34,55,21,2,15,24,42,55,34,28,48,46,404,,,
7,5047,7708,$$ PRINGLES ORIGINAL 5.26OZ,14 EA/CS,,,,,,30,32,12,1,7,14,29,29,21,17,30,43,265,,,
7,5084,5232,$$ PRINGLES PIZZA 2.5OZ,12 EA/CS,,,,,,10,15,4,1,3,7,14,20,8,11,15,12,120,,,
7,5072,5284,$$ PRINGLES SALT & VINEGAR 2.5OZ,12 EA/CS,,,,,,26,33,6,0,8,10,27,24,17,10,27,19,207,,,
7,5076,7703,$$ PRINGLES SOUR CHEDDAR 2.38OZ,12 EA/CS,,,,,,19,28,10,1,6,12,18,28,17,10,25,21,195,,,
7,5092,7701,$$ PRINGLES SOUR CRM & ONION 2.38OZ,12 EA/CS,,,,,,39,54,18,2,10,19,37,49,30,25,41,32,356,,,
7,5055,7746,$$ PRINGLES SOUR CRM & ONION 5.57OZ,14 EA/CS,,,,,,36,40,14,1,8,11,27,31,23,18,28,27,264,,,
7,6134,5026,$$ PROPEL PWDR BERRY,12-10 CT/CS,,,,,,0,0,0,0,0,0,0,0,5,1,3,7,16,,,
7,6110,5030,$$ PROPEL PWDR KIWI STRAWBERRY,12-10 CT/CS,,,,,,0,0,0,0,0,0,0,0,5,1,3,9,18,,,
7,4997,5693,$$ QUAKER INST OATMEAL CUP APPLE CINN,24-1.51OZ/CS,,,,,,8,4,2,0,2,4,8,8,4,5,6,5,56,,,
7,5020,5695,$$ QUAKER INST OATMEAL IQO EX MAPL BRWN,24 – 1.69OZ/CS,,,,,,6,7,2,0,3,5,7,14,4,3,0,6,57,,,
7,6188,5564,$$ RAMUNE BEV BLUE HAWAIIAN,24 EA/CS,,,,,,0,0,0,7,10,25,37,19,10,10,15,11,144,,,
7,6234,5568,$$ RAMUNE BEV LYCHEE,24 EA/CS,,,,,,0,0,0,7,8,25,37,25,17,11,20,23,173,,,
7,5090,5741,$$ RAMUNE BEV PINEAPPLE,24 EA/CS,,,,,,0,0,0,0,0,0,33,11,8,4,6,8,70,,,
7,5054,5744,$$ RAMUNE BEV STRAWBERRY,24 EA/CS,,,,,,0,0,0,0,0,0,32,19,9,6,12,15,93,,,
7,6248,5156,$$ REALSY IW PNUT BUTTER FILLED DATE,40 EA/CS,,,,,,10,18,6,1,3,19,5,9,5,4,8,14,102,,,
37,2853,6550,$$ RED PLATE COOKIE IW CCHIP AF,12 EA/CS,,,,,,21,37,3,4,3,21,40,19,15,25,17,17,222,,,
37,2613,5691,$$ RED PLATE CUPCAKE BDAY MINI 6CT,12- 6CT/CS,,,,,,0,0,0,0,1,0,2,0,1,0,1,0,5,,,
37,2621,5689,$$ RED PLATE CUPCAKE CHOC MINI 6CT,12- 6CT/CS,,,,,,0,0,0,0,1,0,2,0,1,0,1,0,5,,,
7,6300,5834,$$ RHEECHUN RICE COOKED,12 EA/CS,,,,,,3,22,5,2,4,12,23,28,9,12,15,30,165,,,
17,177,5103,$$ RIJUICE A MILLION BUCKS,12 EA/CS,,,,,,13,20,0,0,0,9,15,15,24,2,20,11,129,,,
17,179,5101,$$ RIJUICE GINGER TURMERIC 2 OZ,12 EA/CS,,,,,,1,31,0,0,0,11,31,23,4,22,30,5,158,,,
17,181,5104,$$ RIJUICE ORANGE YOU GLAD,12 EA/CS,,,,,,18,18,3,0,0,10,15,18,16,1,19,12,130,,,
17,183,5102,$$ RIJUICE STRAWBERRY SAM,12 EA/CS,,,,,,20,24,4,3,0,13,19,21,1,9,36,10,160,,,
7,5073,5238,$$ ROLAND OLIVE OIL 16.9 OZ,12 EA/CS,,,,,,2,3,2,0,0,3,3,3,3,0,3,5,27,,,
7,6246,5811,$$ ROYALFAM MOCHI GREEN TEA,24 EA/CS,,,,,,1,1,3,0,1,3,2,0,0,0,0,0,11,,,
7,6598,5717,$$ ROYALFAM MOCHI LYCHEE,24 EA/CS,,,,,,1,0,8,0,0,1,0,3,0,0,1,0,14,,,
7,6208,5474,$$ ROYALFAM MOCHI MANGO 6PK,24-6 PK/CS,,,,,,0,0,0,1,1,2,0,2,0,0,0,2,8,,,
17,111,7796,$$ SABRA AVOCADO TOAST,8-2.7OZ/CS,,,,,,36,62,14,3,22,37,46,46,23,29,51,52,421,,,
17,123,7924,$$ SABRA GUACAMOLE CLASSIC 7 OZ,8-7 OZ/CS,,,,,,37,34,0,0,4,15,40,35,21,22,34,20,262,,,
7,5738,5715,$$ SAMYANG BULDAK CARBO RAMEN 5PK,8-5 PK/CS,,,,,,11,20,6,4,6,12,9,12,9,6,10,15,120,,,
7,5784,5721,$$ SAMYANG BULDAK HAB LIME RAMEN 5PK,8-5 PK/CS,,,,,,6,2,5,0,2,0,3,1,1,57,0,0,77,,,
7,5750,5833,$$ SAMYANG CARBO CHIX TOPOKKI HOT,16 EA/CS,,,,,,10,21,8,3,14,14,27,21,13,12,20,21,184,,,
7,6160,5451,$$ SAMYANG QCHZ BULDAK RAMEN 5PK,8-5 PK/CS,,,,,,0,0,0,7,3,15,3,8,7,4,11,14,72,,,
7,5788,5826,$$ SAMYANG RAMEN BULDAK,6 EA/CS,,,,,,53,69,3,27,32,56,93,101,85,54,88,74,736,,,
7,5798,5831,$$ SAMYANG RAMEN CHIX HOT CARBO,6 EA/CS,,,,,,171,35,0,75,88,120,205,275,171,53,220,162,1573,,,
7,6224,5839,$$ SAPPORO ICHIBAN RAMEN ORG,24 EA/CS,,,,,,0,0,4,0,6,0,0,0,0,0,0,0,10,,,
7,6698,5479,$$ SAUCE PREMIUM VODKA DELALLO,12 EA/CS,,,,,,0,0,0,0,0,0,0,0,0,0,3,1,4,,,
37,2675,5228,$$ SMOODI BRAIN BOOST,12 EA/CS,,,,,,23,18,14,0,13,16,23,30,15,2,13,15,182,,,
37,2687,5253,$$ SMOODI GREEN ENERGIZER,12 EA/CS,,,,,,1,9,-8,0,4,7,4,9,5,2,8,3,44,,,
37,2695,5256,$$ SMOODI PEANUT PROTEIN,12 EA/CS,,,,,,4,11,5,0,8,9,8,7,7,3,7,4,73,,,
37,2697,5257,$$ SMOODI STRAWBERRY BANANA,12 EA/CS,,,,,,23,20,14,3,20,18,34,35,20,6,17,20,230,,,
37,2753,5229,$$ SMOODI TROPICAL VIBES,12 EA/CS,,,,,,11,15,9,2,15,12,24,15,7,7,11,11,139,,,
7,4595,1172,$$ SOYMILK CHOCOLATE 8OZ,18-8 OZ/CS,,,,,,9,11,3,2,1,5,15,9,5,4,13,14,91,,,
7,4611,1171,$$ SOYMILK VANILLA 8OZ,18-8 OZ/CS,,,,,,17,8,5,0,0,10,17,16,6,5,10,10,104,,,
7,6020,5430,$$ SPECIAL K BROWNIE BAR PROTEINBAR,* 6 BX/CS,,,,,,5,7,4,0,1,2,2,5,1,2,2,6,38,,,
7,6012,5435,$$ SPECIAL K CHOC PB PROTEIN BAR,* 6 BX/CS,,,,,,9,6,2,0,1,2,3,5,6,2,2,3,40,,,
7,6004,5431,$$ SPECIAL K STRAWB PROTEIN BAR,* 6 BX/CS,,,,,,14,18,3,0,5,-11,12,12,6,3,4,7,71,,,
7,6676,5218,$$ SPICE DIPPING SEASONING,12 EA/CS,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,4,,,
7,6684,5221,$$ SPICE PIZZA VARIETY,12 EA/CS,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,4,,,
7,5813,5213,$$ STACY'S PARM GARLIC HERB 7.33OZ,12 EA/CS,,,,,,11,15,0,1,8,9,13,14,11,7,20,12,121,,,
7,5817,5225,$$ STACY'S SIMPLY NAKED 7.33OZ,12 EA/CS,,,,,,11,25,0,1,7,9,20,19,7,4,25,15,143,,,
7,6652,5344,$$ TONY'S DARK CHOC PRETZEL & TOFFEE,15 EA/CS,,,,,,7,10,8,0,3,5,9,6,5,3,7,6,69,,,
7,6274,5346,$$ TONY'S MILK CHOC CARAMEL SEA SALT,15 EA/CS,,,,,,8,13,6,0,5,6,10,13,6,4,12,6,89,,,
7,6682,5407,$$ TORTELLINI 3 CHEESE DELALLO,12 EA/CS,,,,,,0,0,0,0,0,0,0,0,0,0,2,2,4,,,
8,5778,5281,$$ UMBRELLA CLASSIC AUTO OPEN,EACH,,,,,,56,114,20,12,48,90,166,104,26,5,8,28,677,,,
8,3666,5082,$$ UMBRELLA GOLF PSU LOGOED,EACH,,,,,,21,39,3,0,30,35,41,34,24,5,18,2,252,,,
8,6199,5277,$$ UMBRELLA PSU LOGOED,EACH,,,,,,54,90,26,0,29,96,121,79,18,8,18,18,557,,,
8,6183,5278,$$ UMBRELLA SUPER MINI,EACH,,,,,,126,210,64,12,98,101,384,301,72,8,30,38,1444,,,
8,6021,5009,$$ VASELINE LIP THERAPY COCOA BUTTER,* 4 BX/CS,,,,,,0,2,0,0,2,1,3,3,3,1,2,2,18,,,
7,4542,7078,$$ WALKING TACO DORITOS NACHO,18-2.5 OZ/CS,,,,,,283,358,55,2,224,250,455,587,397,204,350,373,3538,,,
7,5702,7077,$$ WALKING TACO FRITOS SCOOPS,18-3.5 OZ/CS,,,,,,46,13,40,0,68,17,76,125,28,25,119,72,629,,,
7,5766,5138,$$ WALKING TACO TOSTITOS SALSA VERDE,18 EA/CS,,,,,,86,89,0,0,40,87,125,122,116,83,137,93,978,,,
37,2529,5969,$$ WRAP SR BUTTER CHIX BURRITO,12 EA/CS,,,,,,0,0,0,0,2,4,9,12,10,5,10,7,59,,,
37,2535,6000,$$ WRAP SR CHIX TIKKA MASAL BURRITO,12 EA/CS,,,,,,0,0,0,0,2,4,10,11,6,7,8,6,54,,,
37,2581,6004,$$ WRAP SR SAMOSA CHICKPEA BURRITO,12 EA/CS,,,,,,0,0,0,0,2,3,3,4,4,5,8,5,34,,,
17,89,1478,$$ YOG CHOB BLUEB,12 EA/CS,,,,,,35,31,6,0,19,21,36,29,20,13,39,29,278,,,
17,106,5214,$$ YOG CHOB FLIP COOKIE DOUGH,12 EA/CS,,,,,,61,65,1,7,6,38,32,79,36,20,52,65,462,,,
17,93,6991,$$ YOG CHOB FLIP COOKIES & CREAM,12 EA/CS,,,,,,59,53,12,0,14,35,38,38,37,33,83,60,462,,,
17,97,5219,$$ YOG CHOB FLIP STRAWB CHEESECAKE,12 EA/CS,,,,,,30,40,5,8,0,25,39,34,24,20,39,27,291,,,
17,115,1428,$$ YOG CHOB MIXED BERRY,12 EA/CS,,,,,,72,86,25,2,28,49,98,88,52,28,81,82,691,,,
17,99,1419,$$ YOG CHOB NON FAT PLAIN,12 EA/CS,,,,,,50,55,19,1,19,28,53,51,31,20,68,64,459,,,
17,35,1289,$$ YOG CHOB PEACH,12 EA/CS,,,,,,77,88,19,1,34,46,95,91,43,43,98,81,716,,,
17,81,5387,$$ YOG CHOB PROTEIN STRAWB KIWI,12 EA/CS,,,,,,0,0,0,0,0,10,60,53,23,34,74,82,336,,,
17,85,5388,$$ YOG CHOB PROTEIN VANILLA,12 EA/CS,,,,,,0,0,0,0,0,10,60,30,30,36,104,96,366,,,
17,40,1494,$$ YOG CHOB STRAWB,12 EA/CS,,,,,,93,132,22,3,38,67,116,96,45,61,117,106,896,,,
17,27,1701,$$ YOG CHOB STRAWB/BAN,12 EA/CS,,,,,,54,69,12,1,23,35,46,42,25,31,42,47,427,,,
17,44,1288,$$ YOG CHOB VANILLA,12 EA/CS,,,,,,115,123,3,2,28,67,127,127,62,57,117,116,944,,,
17,84,5719,$$ YOG OIKOS BLUEBERRY 5.3OZ,12 EA/CS,,,,,,18,7,12,0,0,13,15,15,6,9,14,20,129,,,
17,37,5237,$$ YOG OIKOS TRIP ZERO MIXED BERRY,12 EA/CS,,,,,,103,121,14,6,17,49,105,111,60,54,90,0,730,,,
17,60,5730,$$ YOG OIKOS TRIP ZERO STRAWB 5.3OZ,12 EA/CS,,,,,,107,167,25,6,17,52,94,109,53,47,95,125,897,,,
17,73,5733,$$ YOG OIKOS VANILLA 5.3OZ,12 EA/CS,,,,,,25,52,10,12,12,22,41,45,26,22,45,49,361,,,
17,83,5060,$$ YOG SILK ND BLUEBERRY,8 EA/CS,,,,,,5,8,8,1,2,14,26,24,7,8,15,19,137,,,
17,67,5577,$$ YOG SILK ND STRAWBERRY,8 EA/CS,,,,,,27,54,8,10,4,21,52,45,34,16,35,38,344,,,
17,59,5716,$$ YOG SILK ND VANILLA,8 EA/CS,,,,,,34,46,7,3,4,20,48,32,25,17,39,40,315,,,
17,92,5718,$$ YOG SO DELICIOUS ND RASPBERRY,12 EA/CS,,,,,,0,11,0,0,8,2,10,15,5,5,12,7,75,,,
7,6406,5832,$$ YP TOPOKKI RICE CAKE W/SAUCE,30 EA/CS,,,,,,7,4,2,10,2,10,13,13,10,4,5,7,87,,,
8,8390,4779,ADAPTER CONDIMENT DISPENSER CO2,EACH,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
8,7020,3265,ADV AB FOAM SOAP,6-750 ML/CS,,,,,,4,7,1,0,1,5,0,2,1,1,1,1,24,,,
41,2800,1046,APP CHIX SKEWER HALAL FIRE GRLD,80 EA/CS,,,,,,33,118,1,0,3,48,44,70,11,12,9,137,486,,,
37,1035,1545,APP MACARONI & CHEESE BITES,6-3#/CASE,,,,,,17,42,19,1,4,26,71,167,49,31,47,59,533,,,
37,2635,1878,APP PAKORA VEG,2-4#/CS,,,,,,4,3,0,0,0,4,2,6,0,4,0,68,91,,,
37,2630,1256,APP PICKLE CHIP FRIED,6-2#/CS,,,,,,10,9,-3,0,1,2,16,12,7,6,7,12,79,,,
41,1540,4953,APP POTSTICKER PORK STEAMED,120 EA/CS,,,,,,112,127,31,0,0,33,99,91,45,42,62,66,708,,,
37,2711,1897,APP SAMOSA VEG,2-4#/CS,,,,,,7,3,0,0,0,4,4,18,3,8,0,94,141,,,
37,1032,1324,APP SHLFSH CRAB RANGOON,120 EA/CS,,,,,,94,104,20,4,9,28,82,87,40,41,49,55,613,,,
8,8968,4267,BAG 6 X 2 X 8 ARTISAN,1000 EA/CS,,,,,,41,47,67,0,11,22,-4,81,9,50,42,62,428,BAGCRAFT BAG #300111,,
8,7507,912,BAG GROCERY PAPER 10LB,500/BDL,,,,,,67,109,21,1,29,46,120,158,90,64,93,132,930,,,
8,7527,3504,BAG GROCERY PAPER 20LB,500 EA/CS,,,,,,123,144,34,2,18,34,132,129,77,60,102,99,954,,,
8,8062,3429,BAG GROCERY PAPER 52 LB,500 EA/BDL,,,,,,0,0,2,0,0,1,1,0,0,0,0,1,5,,,
8,3504,6799,BAG GROCERY PAPER 57LB,500 EA/CS,,,,,,8,16,2,0,5,7,14,10,5,1,7,7,82,,,
52,9439,3293,BAG KRAFT WINDOW 5 X 7,500 EA/CS,,,,,,0,0,15,10,36,0,2,1,1,1,3,2,71,,,
52,8686,3306,BAG KRAFT WINDOW 6.5X8.5,500 EA/CS,,,,,,2,7,3,0,0,2,7,1,20,0,0,1,43,,,
8,7519,918,BAG POLY 12 X 8 X 30,500/CASE,,,,,,0,0,1,0,0,0,0,1,0,1,0,0,3,,,
8,7531,921,BAG POLY 22 X 14 X 58,200/CASE,,,,,,7,1,7,0,4,5,5,10,8,1,3,15,66,,,
8,7015,922,BAG POLY 23 X 10 X 39 GARBAGE,250/CASE,,,,,,3,7,0,1,3,2,6,5,3,0,3,3,36,,,
8,8668,4160,BAG POLY COVER RACK,50/CASE,,,,,,7,8,9,1,3,7,10,23,8,3,3,5,87,,,
8,8598,4210,BAG SAND OPEN 2 SIDES 7X7,2000/CS,,,,,,4,5,5,0,2,7,4,8,2,1,4,3,45,,,
37,1055,3904,BAGEL EVERYTHING MINI,72 EA/CS,,,,,,32,47,2,0,28,36,43,41,34,27,31,33,354,,,
37,2663,1329,BAGEL GF PLAIN,6-4PK/CS,,,,,,5,4,1,5,8,10,9,6,4,2,2,6,62,,,
37,2524,3592,BAGEL PAR BKD BLUEBERRY,48 CT,,,,,,89,117,25,6,23,38,73,84,50,52,71,93,721,,,
37,2494,3529,BAGEL PAR BKD CINN RAISIN,48 CT,,,,,,45,57,12,9,18,39,59,60,41,41,53,65,499,,,
37,1092,3578,BAGEL PAR BKD EVERYTHING,48 CT,,,,,,147,149,45,11,46,73,139,144,101,105,120,138,1218,,,
37,1091,3606,BAGEL PAR BKD PLAIN,48 CT,,,,,,196,244,72,19,52,92,192,213,141,138,178,203,1740,,,
37,1051,3559,BAGEL PAR BKD WW,48 CT,,,,,,9,17,8,2,5,2,9,3,0,3,5,0,63,,,
37,995,3886,BAGEL PLAIN MINI,72 EA/CS,,,,,,89,62,15,6,42,58,99,95,75,47,71,73,732,,,
37,1003,533,BAGEL PLAIN SLCD 3OZ,12-6/EA PKG,,,,,,53,85,18,5,5,44,94,106,67,52,62,85,676,,,
7,6080,401,BAKEA BAKING SODA,12/2 LB CS,,,,,,4,2,5,6,5,6,10,4,3,4,4,3,56,,,
47,8512,4051,BAKEA CHOC CHIP WHIT,25 LB/CS,,,,,,0,3,0,0,4,6,4,6,0,0,3,0,26,,,
47,8994,391,BAKEA CHOC DROPS 4000-5000CT,25 LB/CS,,,,,,20,33,4,0,19,23,38,33,30,20,40,42,302,,,
47,9403,2566,BAKEA CHOC MORSELS SEMI SWT 900CT,50 LB/CS,,,,,,0,0,99,40,40,40,0,40,0,0,40,0,299,,,
47,9427,417,BAKEA CORN SYRUP LT CRYSTAL,4 GAL/CS,,,,,,2,4,0,0,10,2,8,9,4,3,5,2,47,,,
37,1490,1270,BAKEA CROISSANT RAW PLAIN,60 EA/CS,,,,,,61,157,0,0,0,37,64,382,12,50,31,60,855,,,
47,8538,7017,BAKEA CRUMBS GRAHAM CRACKER,25#/CS,,,,,,7,5,0,0,3,6,10,11,10,4,10,6,72,COA REQUIRED PRIOR TO SHIPMENT FOR ALL LOT NUMBERS BEING SHIPPED TO PENN STATE.,,
37,2903,1906,BAKEA DANISH ROUND PLN 1.4 OZ,216 EA/CS,,,,,,0,2,-8,15,0,0,5,4,0,0,0,1,19,,,
37,513,1569,BAKEA DANISH SNAIL PLN P&B,120 EA/CS,,,,,,17,14,0,2,12,29,32,28,17,9,12,13,185,,,
37,2893,1835,BAKEA DANISH STRAWBERRY CHEESECAKE,84 EA/CS,,,,,,0,0,0,0,0,-34,14,30,20,12,20,28,90,,,
37,2723,1825,BAKEA DONUT CAKE APPLE CIDER,96 EA/CS,,,,,,0,0,0,0,0,14,28,35,14,16,18,10,135,,,
37,518,1658,BAKEA DONUT CHOC CAKE 3 OZ,100 EA/CS,,,,,,8,16,0,0,24,0,0,0,0,0,0,0,48,,,
37,3989,3793,BAKEA DONUT FRIED RING RSD,90 EA/CS,,,,,,82,122,85,0,0,84,56,105,42,91,35,84,786,,,
37,2755,1831,BAKEA DONUT FRITTER APPLE,96 EA/CS,,,,,,0,0,0,0,0,14,28,21,25,0,10,10,108,,,
37,2999,1891,BAKEA DOUGH BREAD ITALIAN,30 EA/CS,,,,,,17,24,0,0,7,13,40,44,10,3,0,6,164,,,
37,561,477,BAKEA EGG FZN WHL FORTIFIED,30# PAIL,,,,,,60,40,80,70,100,70,55,80,25,40,50,80,750,,,
47,9030,437,BAKEA FLOUR CAKE,50 LB/BAG,,,,,,6,8,0,2,8,13,15,13,4,2,7,5,83,,,
47,9016,443,BAKEA FLOUR PASTRY,50 LB/BAG,,,,,,50,50,150,100,150,0,28,50,5,50,0,50,683,,,
47,9062,442,BAKEA FLOUR WW,50 LB/BAG,,,,,,1,3,2,1,1,0,3,0,1,1,1,1,15,,,
47,9104,49,BAKEA GRAIN BULGHUR,LB,,,,,,150,150,0,0,50,150,50,100,33,50,100,150,983,,,
47,9130,4244,BAKEA INVERT SUGAR,50#/PAIL,,,,,,2,1,12,6,9,1,2,2,1,1,2,2,41,,,
17,189,405,BAKEA LEAVENING YEAST INSTANT,16 OZ,,,,,,20,40,0,0,0,40,0,20,40,0,40,0,200,,,
47,9132,233,BAKEA MILK DRIED NONFAT,50LB/BAG,,,,,,2,2,1,0,1,1,2,1,2,1,1,1,15,,,
47,9040,701,BAKEA MIX CAKE CHOC,50 LB/BAG,,,,,,7,9,7,0,4,3,13,10,9,4,9,9,84,,,
47,9058,728,BAKEA MIX CAKE WHIT,50 LB/BAG,,,,,,14,16,7,6,8,14,15,16,7,4,9,9,125,,,
47,9475,1098,BAKEA MIX MUFFIN / POUND CAKE,50 LB/BAG,,,,,,14,28,13,5,19,70,55,50,0,50,0,50,354,,,
17,143,2878,BAKEA MIX SUNFLOWER SEED,25#/CASE,,,,,,3,4,0,0,1,9,1,3,2,0,3,2,28,,,
47,9056,408,BAKEA MOLASSES DARK KOSHER,4 GAL/CS,,,,,,0,5,0,0,3,0,4,3,2,3,2,2,24,,,
17,140,2990,BAKEA NUT CASHEW RAW NO SALT PCS LG,LB,,,,,,100,0,0,0,0,100,75,0,0,0,0,0,275,,,
17,187,485,BAKEA NUT PEANUT CHOPPED,25 #,,,,,,2,6,1,0,13,8,0,0,3,2,2,2,40,,,
17,151,486,BAKEA NUT PECAN PCS MED,30 LB/CASE,,,,,,0,2,0,0,1,5,3,3,3,0,1,0,18,,,
17,185,487,BAKEA NUT WALNUT PCS LT AMBER,30#/CASE,,,,,,2,5,0,0,2,7,5,8,2,4,6,4,45,,,
47,9106,4727,BAKEA OIL COATING SPRAYMATE,35#/PAIL,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,2,,,
47,9481,2341,BAKEA PEANUT BUTTER CRMY,35 LB/PAIL,,,,,,1,2,1,0,1,1,1,1,1,0,1,1,11,,,
47,9094,205,BAKEA PEANUT BUTTER CRUNCHY,35 LB/PAIL,,,,,,1,4,0,0,0,1,2,2,2,1,1,3,17,,,
47,8500,1467,BAKEA PUDDING INSTANT VAN,12-28OZ/CASE,,,,,,0,0,0,0,0,0,0,0,2,0,1,0,3,,,
47,9401,454,BAKEA SHORT SOLID AP,50 LB/BOX,,,,,,0,12,96,36,96,0,0,45,0,0,0,36,321,,,
